Sentence	ConfirmationResult
kde jsi byl včera?	2
what's your dream destination?	2
может быть в следующий раз.	2
je to velmi široké téma.	2
I think it's an open-ended question.	2
это оставляет много простора для интерпретаций.	2
jaký máš vztah k této otázce?	2
I saw it on the internet.	2
это может быть связано с чем угодно.	2
co máš dnes v plánu?	2
I think it's a matter of opinion.	2
это требует времени для анализа.	2
kde se to koná?	2
what's your favorite hobby?	2
может быть это не так уж и важно.	2
je to otázka pohledu.	2
I think it's a broad topic.	2
это можно обсудить подробнее.	2
jaký máš na to názor?	2
I saw it on tv.	2
это зависит от многих переменных.	2
co plánuješ na víkend?	2
I think it's a complex question.	2
это стоит дальнейшего исследования.	2
kolik stojí tenhle produkt?	2
what's your favorite season?	2
может быть мы сможем это обсудить позже.	2
je to téma na dlouhou debatu.	2
I think it's a debatable issue.	2
это требует большего понимания.	2
jak dlouho to trvá?	2
I saw it in a magazine.	2
это довольно сложная ситуация.	2
co děláš ve volném čase?	2
I think it's an intricate matter.	2
это можно обсудить с разных сторон.	2
kolik času potřebuješ?	2
what's your favorite book?	2
может быть мы сможем это обдумать.	2
je to náročné na rozhodnutí.	2
I think it's a multifaceted issue.	2
это требует больше ресурсов.	2
jaký je tvůj oblíbený film?	2
I think it's an important point.	2
это требует тщательного анализа.	2
kde jsi se narodil?	2
what's your favorite animal?	2
может быть мы сможем это обсудить завтра.	2
je to hodně specifické téma.	2
I think it's an ongoing discussion.	2
это требует новых подходов.	2
jaký je tvůj oblíbený sport?	2
I think it's a point worth considering.	2
это требует новых решений.	2
kde bydlíš?	2
what's your favorite food?	2
может быть это не так важно как кажется.	2
je to velmi individuální otázka.	2
I think it's quite subjective.	2
это открыто для интерпретации.	2
jak se máš dneska?	2
I think it's a matter of perspective.	2
это может иметь различные исходы.	2
kolik máš sourozenců?	2
what's your favorite place to visit?	2
может быть это просто вопрос времени.	2
je to otázka vkusu.	2
I think it's up for interpretation.	2
это требует обсуждения.	2
kde si to přečetl?	2
what's your favorite movie?	2
может быть стоит подождать.	2
je to dlouhodobý proces.	2
I think it's a matter of taste.	2
это может привести к неожиданным результатам.	2
kdy jsi se to dozvěděl?	2
what's your favorite song?	2
может быть это стоит пересмотреть.	2
je to individuální přístup.	2
I think it's a long-term process.	2
это может вызвать разные реакции.	2
kdo to udělal?	2
what's your favorite season?	2
может быть это не так просто.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может иметь разные последствия.	2
kde byl tvůj poslední dovolená?	2
what's your favorite hobby?	2
может быть стоит обратить внимание.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это требует более глубокого изучения.	2
kdy jsi naposledy byl v kině?	2
what's your favorite color?	2
может быть это зависит от обстоятельств.	2
je to otázka času.	2
I think it's a matter of time.	2
это может вызвать разные эмоции.	2
kde jsi našel tu informaci?	2
what's your favorite book?	2
может быть это требует дальнейшего исследования.	2
je to věc názoru.	2
I think it's a matter of opinion.	2
это может быть долгосрочное решение.	2
kdy jsi naposledy viděl toho přítele?	2
what's your favorite animal?	2
может быть это сложный вопрос.	2
je to otevřená otázka.	2
I think it's an open question.	2
это может быть неожиданным поворотом.	2
kde jsi se naučil tak dobře česky?	2
what's your favorite sport?	2
может быть это не так важно.	2
je to složitá otázka.	2
I think it's a complex question.	2
это может вызвать неожиданные последствия.	2
kolik let pracuješ v tomto oboru?	2
what's your favorite movie genre?	2
может быть это не так просто как кажется.	2
je to otázka perspektivy.	2
I think it's a matter of perspective.	2
это может быть интересным исследованием.	2
kdy jsi naposledy byl v divadle?	2
what's your favorite food?	2
может быть это сложный вопрос.	2
je to otázka osobní volby.	2
I think it's a matter of personal choice.	2
это может быть обсуждаемой темой.	2
kde jsi strávil prázdniny?	2
what's your favorite place to relax?	2
может быть это стоит обдумать.	2
je to záležitost preference.	2
I think it's a matter of preference.	2
это можно рассматривать с разных сторон.	2
kolik máš dětí?	2
what's your favorite holiday destination?	2
может быть это не так важно как кажется.	2
je to otázka osobní preference.	2
I think it's a matter of personal preference.	2
это может иметь разные интерпретации.	2
kde jsi se to naučil?	2
what's your favorite type of music?	2
может быть это зависит от ситуации.	2
je to otázka vzdělání.	2
I think it's a matter of education.	2
это может привести к различным результатам.	2
kde jsi se narodil?	2
what's your favorite type of cuisine?	2
может быть это не стоит торопиться.	2
je to otázka hodnoty.	2
I think it's a matter of value.	2
это может быть долгосрочное решение.	2
kdy jsi naposledy byl na dovolené?	2
what's your favorite time of day?	2
может быть это не столь важно.	2
je to otázka preferencí.	2
I think it's a matter of preferences.	2
это может вызвать разные реакции.	2
kolik máš sourozenců?	2
what's your favorite dessert?	2
может быть это зависит от обстоятельств.	2
je to otázka vkusu.	2
I think it's a matter of taste.	2
это может быть долгосрочным решением.	2
kdy jsi naposledy byl v kině?	2
what's your favorite tv show?	2
может быть это требует времени для размышлений.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может быть долгосрочным планом.	2
kde jsi strávil prázdniny?	2
what's your favorite pastime?	2
может быть это не так просто.	2
je to otázka příležitosti.	2
I think it's a matter of opportunity.	2
это может вызвать неожиданные последствия.	2
kdy jsi naposledy cestoval?	2
what's your favorite subject in school?	2
может быть это стоит обратить внимание.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может требовать дополнительных исследований.	2
kde jsi se to naučil?	2
what's your favorite way to relax?	2
может быть это зависит от обстоятельств.	2
je to otázka přístupu.	2
I think it's a matter of approach.	2
это может быть открытым вопросом.	2
kolik máš zkušeností v tomto oboru?	2
what's your favorite outdoor activity?	2
может быть это не столь важно.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может иметь различные решения.	2
kde jsi se to dozvěděl?	2
what's your favorite type of movie?	2
может быть это требует дальнейших обсуждений.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может быть проблемой времени.	2
kdy jsi naposledy mluvil s rodiči?	2
what's your favorite place to visit?	2
может быть это зависит от обстоятельств.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может быть интересной темой для изучения.	2
kolik hodin je teď?	2
what's your favorite season?	2
может быть это не так важно как кажется.	2
je to otázka osobní preference.	2
I think it's a matter of personal preference.	2
это может иметь разные интерпретации.	2
kde jsi se to naučil?	2
what's your favorite type of music?	2
может быть это зависит от ситуации.	2
je to otázka vzdělání.	2
I think it's a matter of education.	2
это может привести к различным результатам.	2
kde jsi se narodil?	2
what's your favorite type of cuisine?	2
может быть это не стоит торопиться.	2
je to otázka hodnoty.	2
I think it's a matter of value.	2
это может быть долгосрочное решение.	2
kdy jsi naposledy byl na dovolené?	2
what's your favorite time of day?	2
может быть это не столь важно.	2
je to otázka preferencí.	2
I think it's a matter of preferences.	2
это может вызвать разные реакции.	2
kolik máš sourozenců?	2
what's your favorite dessert?	2
может быть это зависит от обстоятельств.	2
je to otázka vkusu.	2
I think it's a matter of taste.	2
это может быть долгосрочным решением.	2
kdy jsi naposledy byl v kině?	2
what's your favorite tv show?	2
может быть это требует времени для размышлений.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может быть долгосрочным планом.	2
kde jsi strávil prázdniny?	2
what's your favorite pastime?	2
может быть это не так просто.	2
je to otázka příležitosti.	2
I think it's a matter of opportunity.	2
это может вызвать неожиданные последствия.	2
kdy jsi naposledy cestoval?	2
what's your favorite subject in school?	2
может быть это стоит обратить внимание.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может требовать дополнительных исследований.	2
kde jsi se to naučil?	2
what's your favorite way to relax?	2
может быть это зависит от обстоятельств.	2
je to otázka přístupu.	2
I think it's a matter of approach.	2
это может быть открытым вопросом.	2
kolik máš zkušeností v tomto oboru?	2
what's your favorite outdoor activity?	2
может быть это не столь важно.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может иметь различные решения.	2
kde jsi se to dozvěděl?	2
what's your favorite type of movie?	2
может быть это требует дальнейших обсуждений.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может быть проблемой времени.	2
kdy jsi naposledy mluvil s rodiči?	2
what's your favorite place to visit?	2
может быть это зависит от обстоятельств.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может быть интересной темой для обсуждения.	2
kolik let pracuješ v tomto oboru?	2
what's your favorite holiday destination?	2
может быть это не так важно как кажется.	2
je to otázka osobní preference.	2
I think it's a matter of personal preference.	2
это может иметь разные интерпретации.	2
kde jsi se to naučil?	2
what's your favorite type of music?	2
может быть это зависит от ситуации.	2
je to otázka vzdělání.	2
I think it's a matter of education.	2
это может привести к различным результатам.	2
kde jsi se narodil?	2
what's your favorite type of cuisine?	2
может быть это не стоит торопиться.	2
je to otázka hodnoty.	2
I think it's a matter of value.	2
это может быть долгосрочное решение.	2
kdy jsi naposledy byl na dovolené?	2
what's your favorite time of day?	2
может быть это не столь важно.	2
je to otázka preferencí.	2
I think it's a matter of preferences.	2
это может вызвать разные реакции.	2
kolik máš sourozenců?	2
what's your favorite dessert?	2
может быть это зависит от обстоятельств.	2
je to otázka vkusu.	2
I think it's a matter of taste.	2
это может быть долгосрочным решением.	2
kdy jsi naposledy byl v kině?	2
what's your favorite tv show?	2
может быть это требует времени для размышлений.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может быть долгосрочным планом.	2
kde jsi strávil prázdniny?	2
what's your favorite pastime?	2
может быть это не так просто.	2
je to otázka příležitosti.	2
I think it's a matter of opportunity.	2
это может вызвать неожиданные последствия.	2
kdy jsi naposledy cestoval?	2
what's your favorite subject in school?	2
может быть это стоит обратить внимание.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может требовать дополнительных исследований.	2
kde jsi se to naučil?	2
what's your favorite way to relax?	2
может быть это зависит от обстоятельств.	2
je to otázka přístupu.	2
I think it's a matter of approach.	2
это может быть открытым вопросом.	2
kolik máš zkušeností v tomto oboru?	2
what's your favorite outdoor activity?	2
может быть это не столь важно.	2
je to otázka preference.	2
I think it's a matter of preference.	2
это может иметь различные решения.	2
kde jsi se to dozvěděl?	2
what's your favorite type of movie?	2
может быть это требует дальнейших обсуждений.	2
je to otázka situace.	2
I think it's a matter of situation.	2
это может быть проблемой времени.	2
kdy jsi naposledy mluvil s rodiči?	2
what's your favorite place to visit?	2
может быть это зависит от обстоятельств.	2
je to otázka preference.	2
I think it's a matter of preference.	2
